type,latitude,longitude,tw,fullAddressRu,fullAddressUa,fullAddressEn,placeRu,placeUa,cityRU,cityUA,cityEN
TSO,35.101553,47.839050,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,бульвар Шевченко,дом 71А","Україна,область Запорізька,місто Запоріжжя,бульвар Шевченка,будинок 71А","Ukraine,region Zaporizka,city Zaporizhzhia,boulevard Shevchenka,building 71А",Khortitsa Palace Hotel,Khortitsa Palace Hotel,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.016303,47.883809,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Рустави,дом 1д","Україна,область Запорізька,місто Запоріжжя,вулиця Руставі,будинок 1д","Ukraine,region Zaporizka,city Zaporizhzhia,street Rustavi,building 1d","Торговый комплекс ""Бонус""","Торговый комплекс ""Бонус""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.181997,47.785425,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Новокузнецкая,дом 1б","Україна,область Запорізька,місто Запоріжжя,вулиця Новокузнецька,будинок 1б","Ukraine,region Zaporizka,city Zaporizhzhia,street Novokuznetska,building 1b",Торговый Центр Бридж,Торговий Центр Бридж,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.161066,47.823437,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Запорожская,дом 9б","Україна,область Запорізька,місто Запоріжжя,вулиця Запорізька,будинок 9б","Ukraine,region Zaporizka,city Zaporizhzhia,street Zaporizka,building 9b",Магазин Гуливер,Магазин Гулівер,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.174073,47.819791,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 86","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 86","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 86",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.072132,47.885543,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Ладожская,дом 4","Україна,область Запорізька,місто Запоріжжя,вулиця Ладозька,будинок 4","Ukraine,region Zaporizka,city Zaporizhzhia,street Ladozka,building 4",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.046351,47.821054,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Героев 93-й Бригады,дом 14","Україна,область Запорізька,місто Запоріжжя,вулиця Героїв 93-ї Бригади,будинок 14","Ukraine,region Zaporizka,city Zaporizhzhia,street Geroyiv 93-yi Brigadi,building 14",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.169484,47.822246,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 81","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 81","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 81",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.160985,47.830697,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 152","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 152","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 152",Отделение банка,відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.104690,47.848040,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 20","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 20","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 20",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.045920,47.810650,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Энтузиастов,дом 4","Україна,область Запорізька,місто Запоріжжя,вулиця Ентузіастів,будинок 4","Ukraine,region Zaporizka,city Zaporizhzhia,street Entuziastiv,building 4",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.069842,47.877536,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Электрозаводская,дом 3","Україна,область Запорізька,місто Запоріжжя,вулиця Електрозаводська,будинок 3","Ukraine,area Zaporizka,city Zaporizhzhia,street Elektrozavodska,building 3",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.134994,47.841529,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 176","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 176","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 176",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.045643,47.874625,"{'mon': '09:00 - 15:00', 'tue': '09:00 - 15:00', 'wed': '09:00 - 15:00', 'thu': '09:00 - 15:00', 'fri': '09:00 - 15:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,площадь Инженерная,дом 1","Україна,область Запорізька,місто Запоріжжя,площа Інженерна,будинок 1","Ukraine,region Zaporizka,city Zaporizhzhia,square Inzhenerna,building 1",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.016730,47.833110,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Рубана,дом 13","Україна,область Запорізька,місто Запоріжжя,вулиця Рубана,будинок 13","Ukraine,region Zaporizka,city Zaporizhzhia,street Rubana,building 13",Отделение банка,вiддiлення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.237239,47.792794,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,шоссе Ореховское,дом 7а","Україна,область Запорізька,місто Запоріжжя,шосе Оріхівське,будинок 7а","Ukraine,region Zaporizka,city Zaporizhzhia,highway Orikhivske,building 7a","Супермаркет ""Метро""","Супермаркет ""Метро""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '10:00 - 21:00', 'tue': '10:00 - 21:00', 'wed': '10:00 - 21:00', 'thu': '10:00 - 21:00', 'fri': '10:00 - 21:00', 'sat': '10:00 - 21:00', 'sun': '10:00 - 21:00', 'hol': '10:00 - 21:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.160725,47.823909,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Школьная,дом 26","Україна,область Запорізька,місто Запоріжжя,вулиця Шкільна,будинок 26","Ukraine,area Zaporizka,city Zaporizhzhia,street Shkilna,building 26","Магазин ""Мясо,масло,молоко""","Магазин ""Мясо, масло, молоко""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.142678,47.835481,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 13:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Гагарина,дом 8","Україна,область Запорізька,місто Запоріжжя,вулиця Гагаріна,будинок 8","Ukraine,region Zaporizka,city Zaporizhzhia,street Haharina,building 8",Стоматологическая клиника Сергея Чертова,Стоматологічна клініка Сергія Чортова,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '10:00 - 21:00', 'tue': '10:00 - 21:00', 'wed': '10:00 - 21:00', 'thu': '10:00 - 21:00', 'fri': '10:00 - 21:00', 'sat': '10:00 - 21:00', 'sun': '10:00 - 21:00', 'hol': '10:00 - 21:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.123077,47.848804,"{'mon': '08:00 - 18:00', 'tue': '08:00 - 18:00', 'wed': '08:00 - 18:00', 'thu': '08:00 - 18:00', 'fri': '08:00 - 18:00', 'sat': '08:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 194","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 194","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 194",Запорожский Электротехнический Колледж ЗНТУ,Запорізький Електротехнічний Коледж ЗНТУ,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.149941,47.891960,"{'mon': '09:00 - 19:00', 'tue': '09:00 - 19:00', 'wed': '09:00 - 19:00', 'thu': '09:00 - 19:00', 'fri': '09:00 - 19:00', 'sat': '09:00 - 19:00', 'sun': '09:00 - 19:00', 'hol': '09:00 - 19:00'}","Украина,область Запорожская,город Запорожье,улица Добровольческих батальонов,дом 77","Україна,область Запорізька,місто Запоріжжя,вулиця Добровольчих батальйонів,будинок 77","Ukraine,region Zaporizka,city Zaporizhzhia,street Dobrovolchikh batalioniv,building 77","Магазин ""Простор""","Магазин ""Простор""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.123562,47.840338,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 17:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Маяковского,дом   11","Україна,область Запорізька,місто Запоріжжя,проспект Маяковського,будинок   11","Ukraine,area Zaporizka,city Zaporizhzhia,avenue Maiakovskoho,building   11","Магазин ""Кронас""","Магазин ""Кронас""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.220735,47.784518,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Северо-Кольцевая,дом 10 А","Україна,область Запорізька,місто Запоріжжя,вулиця Північно-Кільцева,будинок 10 А","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichno-Kiltseva,building 10 A","Супремаркет ""Варус""","Супремаркет ""Варус""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.118540,47.841166,"{'mon': '09:00 - 20:00', 'tue': '09:00 - 20:00', 'wed': '09:00 - 20:00', 'thu': '09:00 - 20:00', 'fri': '09:00 - 20:00', 'sat': '09:00 - 20:00', 'sun': '09:00 - 20:00', 'hol': '09:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 55","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 55","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 55","Магазин ""Простор""","Магазин ""Простор""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.011021,47.868658,"{'mon': '07:30 - 21:30', 'tue': '07:30 - 21:30', 'wed': '07:30 - 21:30', 'thu': '07:30 - 21:30', 'fri': '07:30 - 21:30', 'sat': '07:30 - 21:30', 'sun': '07:30 - 21:30', 'hol': '07:30 - 21:30'}","Украина,область Запорожская,город Запорожье,улица Зачиняева,дом 29","Україна,область Запорізька,місто Запоріжжя,вулиця Зачиняєва,будинок 29","Ukraine,region Zaporizka,city Zaporizhzhia,street Zachyniaieva,building 29",Торговый Центр Бридж,Торгівельний Центр Бридж,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.154194,47.818785,"{'mon': '09:00 - 22:00', 'tue': '09:00 - 22:00', 'wed': '09:00 - 22:00', 'thu': '09:00 - 22:00', 'fri': '09:00 - 22:00', 'sat': '09:00 - 22:00', 'sun': '09:00 - 22:00', 'hol': '09:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Запорожская,дом 1в","Україна,область Запорізька,місто Запоріжжя,вулиця Запорізька,будинок 1в","Ukraine,region Zaporizka,city Zaporizhzhia,street Zaporizka,building 1v",Гипермаркет Эпицентр,Гіпермаркет Епіцентр,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.244223,47.783530,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,шоссе Ореховское,дом 10","Україна,область Запорізька,місто Запоріжжя,шосе Оріхівське,будинок 10","Ukraine,region Zaporizka,city Zaporizhzhia,highway Orikhivske,building 10",Областная больница,Обласна лiкарня,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.234028,47.804226,"{'mon': '07:30 - 22:00', 'tue': '07:30 - 22:00', 'wed': '07:30 - 22:00', 'thu': '07:30 - 22:00', 'fri': '07:30 - 22:00', 'sat': '07:30 - 22:00', 'sun': '07:30 - 22:00', 'hol': '07:30 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Юности,дом 72","Україна,область Запорізька,місто Запоріжжя,вулиця Юності,будинок 72","Ukraine,region Zaporizka,city Zaporizhzhia,street Yunosti,building 72",Магазин Продукты,Магазин Продукти,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.220083,47.785898,"{'mon': '09:00 - 19:00', 'tue': '09:00 - 19:00', 'wed': '09:00 - 19:00', 'thu': '09:00 - 19:00', 'fri': '09:00 - 19:00', 'sat': '09:00 - 19:00', 'sun': '09:00 - 19:00', 'hol': '09:00 - 19:00'}","Украина,область Запорожская,город Запорожье,улица Северо-Кольцевая,дом 15","Україна,область Запорізька,місто Запоріжжя,вулиця Північно-Кільцева,будинок 15","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichno-Kiltseva,building 15","Магазин ""Простор""","Магазин ""Простiр""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.009841,47.836839,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,шоссе Хортицкое,дом 44а","Україна,область Запорізька,місто Запоріжжя,шосе Хортицьке,будинок 44а","Ukraine,region Zaporizka,city Zaporizhzhia,highway Khortytske,building 44a","Магазин ""Шик""","Магазин ""Шик""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.041963,47.823759,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Героев 93-й Бригады,дом 30","Україна,область Запорізька,місто Запоріжжя,вулиця Героїв 93-ї Бригади,будинок 30","Ukraine,region Zaporizka,city Zaporizhzhia,street Geroyiv 93-yi Brigadi,building 30","Магазин ""Шик""","Магазин ""Шик""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.195024,47.813413,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,проспект Моторостроителей,дом 20","Україна,область Запорізька,місто Запоріжжя,проспект Моторобудівників,будинок 20","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Motorobudivnykiv,building 20","ТЦ ""Пирамида""","ТЦ ""Пирамида""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.200628,47.797375,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Космическая,дом 17","Україна,область Запорізька,місто Запоріжжя,вулиця Космічна,будинок 17","Ukraine,region Zaporizka,city Zaporizhzhia,street Kosmichna,building 17",Торговый Центр Шик,Торговий Центр Шик,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.046018,47.874706,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,площадь Инженерная,дом 1","Україна,область Запорізька,місто Запоріжжя,площа Інженерна,будинок 1","Ukraine,region Zaporizka,city Zaporizhzhia,square Inzhenerna,building 1","Бизнес центр ""ГипроЭлектро""",Бизнес центр ГипроЭлектро,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.242764,47.783620,"{'mon': '07:00 - 22:00', 'tue': '07:00 - 22:00', 'wed': '07:00 - 22:00', 'thu': '07:00 - 22:00', 'fri': '07:00 - 22:00', 'sat': '07:00 - 22:00', 'sun': '07:00 - 22:00', 'hol': '07:00 - 22:00'}","Украина,область Запорожская,город Запорожье,шоссе Ореховское,дом 10","Україна,область Запорізька,місто Запоріжжя,шосе Оріхівське,будинок 10","Ukraine,region Zaporizka,city Zaporizhzhia,highway Orikhivske,building 10",Областная больница,Обласна лiкарня,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.212845,47.780648,"{'mon': '09:00 - 20:00', 'tue': '09:00 - 20:00', 'wed': '09:00 - 20:00', 'thu': '09:00 - 20:00', 'fri': '09:00 - 20:00', 'sat': '09:00 - 20:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Чумаченко,дом 34а","Україна,область Запорізька,місто Запоріжжя,вулиця Чумаченка,будинок 34а","Ukraine,region Zaporizka,city Zaporizhzhia,street Chumachenka,building 34a",стоматология ГАММА,стоматологія ГАММА,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.165235,47.886691,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Орджоникидзе,дом 15а","Україна,область Запорізька,місто Запоріжжя,вулиця Орджонікідзе,будинок 15а","Ukraine,region Zaporizka,city Zaporizhzhia,street Ordzhonikidze,building 15a","Магазин ""Свежее мясо""","Магазин ""Свежее мясо""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.018188,47.882751,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Рустави,дом 2","Україна,область Запорізька,місто Запоріжжя,вулиця Руставі,будинок 2","Ukraine,region Zaporizka,city Zaporizhzhia,street Rustavi,building 2","Магазин ""Свежее мясо""","Магазин ""Свiже м`ясо""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.147358,47.837882,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Матросова,дом 29","Україна,область Запорізька,місто Запоріжжя,вулиця Матросова,будинок 29","Ukraine,region Zaporizka,city Zaporizhzhia,street Matrosova,building 29",Больница УМВД,Лікарня УМВС,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.181524,47.780217,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Гаврилова,дом 18","Україна,область Запорізька,місто Запоріжжя,вулиця Гаврилова,будинок 18","Ukraine,region Zaporizka,city Zaporizhzhia,street Havrylova,building 18","Магазин ""Шик""","Магазин ""Шик""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.026301,47.862449,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Сергея Синенко,дом 69в","Україна,область Запорізька,місто Запоріжжя,вулиця Сергія Синенка,будинок 69в","Ukraine,region Zaporizka,city Zaporizhzhia,street Sergiia Sinenka,building 69v","Магазин ""Свежее мясо""","Магазин ""Свiже м`ясо""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.238207,47.847189,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 74","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 74","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 74",Супермаркет Амстор,супермаркет Амстор,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.096873,47.862514,"{'mon': '07:00 - 22:00', 'tue': '07:00 - 22:00', 'wed': '07:00 - 22:00', 'thu': '07:00 - 22:00', 'fri': '07:00 - 22:00', 'sat': '07:00 - 22:00', 'sun': '07:00 - 22:00', 'hol': '07:00 - 22:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 232","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 232","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 232","Магазин ""Продукты""","Магазин ""Продукти""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '10:00 - 21:00', 'tue': '10:00 - 21:00', 'wed': '10:00 - 21:00', 'thu': '10:00 - 21:00', 'fri': '10:00 - 21:00', 'sat': '10:00 - 21:00', 'sun': '10:00 - 21:00', 'hol': '10:00 - 21:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ  Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.227892,47.782113,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Чумаченко,дом 12","Україна,область Запорізька,місто Запоріжжя,вулиця Чумаченка,будинок 12","Ukraine,region Zaporizka,city Zaporizhzhia,street Chumachenka,building 12",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
